orig_food_common_name,name,orig_content,orig_unit,cas_number
cashew apple,Kaempferol,0.18,mg/100 g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
cashew apple,Luteolin,0.0,mg/100 g,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1
cashew apple,Myricetin,1.93,mg/100 g,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
cashew apple,Quercetin,1.27,mg/100 g,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
cashew nut,Apigenin,0.0,mg/100g,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1
cashew nut,Catechin,0.0,mg/100g,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1
cashew nut,Catechin 3-gallate,0.0,mg/100g,OC1=CC(O)=C2CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(OC2=C1)C1=CC(O)=C(O)C=C1
cashew nut,Epicatechin 3-gallate,0.200000008,mg/100g,OC1=CC(O)=C2C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC2=C1)C1=CC=C(O)C(O)=C1
cashew nut,Epigallocatechin,0.0,mg/100g,O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C=C(O)C=C2O
cashew nut,Gallocatechin,0.0,mg/100g,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C(O)=C1
cashew nut,Gallocatechin 3-gallate,0.0,mg/100g,OC1=CC(O)=C2C[C@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC2=C1)C1=CC(O)=C(O)C(O)=C1
cashew nut,Kaempferol,0.0,mg/100g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
cashew nut,Luteolin,0.0,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1
cashew nut,Myricetin,0.0,mg/100g,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
cashew nut,Quercetin,0.0,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
cashew nuts,(E)-2-Phenyl-2-butenal,3950.0,mg/100 g,C\C=C(\C=O)C1=CC=CC=C1
cashew nuts,"(Z,Z)-9,12-Octadecadienoic acid",8280.0,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
cashew nuts,Arginine,1900.0,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
cashew nuts,"C18:1, n-9",26850.0,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
cashew nuts,D-Aspartic acid,1600.0,mg/100 g,N[C@H](CC(O)=O)C(O)=O
cashew nuts,L-Glutamic acid,3950.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
cashew nuts,L-Leucine,1350.0,mg/100 g,CC(C)CC(N)C(O)=O
cashew nuts,L-Serine,990.0,mg/100 g,NC(CO)C(O)=O
cashew nuts,Nitrogen,3050.0,mg/100 g,N#N
cashew nuts,Oleic acid,26850.0,mg/100 g,CCCCCCCC\C=C\CCCCCCCC(O)=O
cassava,(E)-2-Phenyl-2-butenal,210.0,mg/100 g,C\C=C(\C=O)C1=CC=CC=C1
cassava,(R)-Oxypeucedanin,27.0,mg/100 g,CC1(C)OC1COC1=C2C=CC(=O)OC2=CC2=C1C=CO2
cassava,"(Z,Z)-9,12-Octadecadienoic acid",32.0,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
cassava,(±)-erythro-Isoleucine,26.0,mg/100 g,CCC(C)C(N)C(O)=O
cassava,Arginine,268.125,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
cassava,"C18:1, n-9",74.0,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
cassava,Calcium,363.25,mg/100g,[Ca++]
cassava,Choline,23.7,mg/100g,C[N+](C)(C)CCO
cassava,D-Aspartic acid,78.0,mg/100 g,N[C@H](CC(O)=O)C(O)=O
cassava,Glycine,28.0,mg/100g,NCC(O)=O
cassava,L-Alanine,73.4375,mg/100g,C[C@H](N)C(O)=O
cassava,L-Ascorbic acid,280.3,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
cassava,L-Aspartic acid,178.33333333333334,mg/100g,N[C@@H](CC(O)=O)C(O)=O
cassava,L-Cystine,28.0,mg/100g,NC(CSSCC(N)C(O)=O)C(O)=O
cassava,L-Glutamic acid,465.75,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
cassava,L-Histidine,20.0,mg/100 g,NC(CC1=CN=CN1)C(O)=O
cassava,L-Isoleucine,27.0,mg/100g,CCC(C)C(N)C(O)=O
cassava,L-Leucine,88.66666666666667,mg/100g,CC(C)CC(N)C(O)=O
cassava,L-Lysine,126.375,mg/100g,NCCCC[C@H](N)C(O)=O
cassava,L-Proline,74.91666666666667,mg/100g,OC(=O)[C@@H]1CCCN1
cassava,L-Serine,74.91666666666667,mg/100g,NC(CO)C(O)=O
cassava,L-Threonine,28.0,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
cassava,Nitrogen,200.0,mg/100 g,N#N
cassava,Oleic acid,145.5,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
cassava,Phosphorus,97.5,mg/100g,P
cassava,Potassium,624.6666666666666,mg/100g,[K+]
cassava,Sodium,135.85,mg/100g,[Na]
cassava,Starch,55420.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
cassava,Sugars,1778.25,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
cassava,epsilon-Polylysine,44.0,mg/100 g,NCCCC[C@H](N)C(O)=O
catsup,D-Fructose,9290.0,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
catsup,D-Glucose,11750.0,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
catsup,Kaempferol,0.01,mg/100 g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
catsup,L-Alanine,87.0,mg/100g,C[C@H](N)C(O)=O
catsup,L-Aspartic acid,345.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
catsup,L-Glutamic acid,1101.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
catsup,Maltose,1730.0,mg/100g,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
catsup,Potassium,382.0,mg/100g,[K+]
catsup,Retinol,933.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
catsup,Sodium,1114.0,mg/100g,[Na]
catsup,Sugars,22770.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
cattail,Betaine,1.1,mg/100g,C[N+](C)(C)CC([O-])=O
cattail,Calcium,54.0,mg/100g,[Ca++]
cattail,Choline,23.7,mg/100g,C[N+](C)(C)CCO
cattail,Copper,0.040999999999999995,mg/100g,[Cu]
cattail,D-Fructose,70.0,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
cattail,D-Glucose,70.0,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
cattail,Iron,0.91,mg/100g,[Fe]
cattail,L-Ascorbic acid,0.7,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
cattail,Manganese,0.76,mg/100g,[Mn]
cattail,Nicotinic acid,0.44,mg/100g,OC(=O)C1=CN=CC=C1
cattail,Pantothenic acid,0.23399999999999999,mg/100g,CC(C)(CO)C(O)C(=O)NCCC(O)=O
cattail,Phosphorus,45.0,mg/100g,P
cattail,Potassium,309.0,mg/100g,[K+]
cattail,Pyridoxine,0.12300000000000001,mg/100g,CC1=C(O)C(CO)=C(CO)C=N1
cattail,Retinol,6.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
cattail,Riboflavine,0.025,mg/100g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
cattail,Sodium,109.0,mg/100g,[Na]
cattail,Sucrose,70.0,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
cattail,Sugars,220.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
cattail,Zinc,0.24,mg/100g,[Zn]
cauliflower,(E)-2-Phenyl-2-butenal,290.0,mg/100 g,C\C=C(\C=O)C1=CC=CC=C1
cauliflower,Apigenin,0.133333335,mg/100g,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1
cauliflower,Caffeic acid,0.01,mg/100g,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
cauliflower,Catechin,0.0,mg/100g,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1
cauliflower,D-Aspartic acid,250.0,mg/100 g,N[C@H](CC(O)=O)C(O)=O
cauliflower,D-Fructose,1196.6666666666667,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
cauliflower,D-Glucose,653.3333333333334,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
cauliflower,Epicatechin 3-gallate,0.0,mg/100g,OC1=CC(O)=C2C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC2=C1)C1=CC=C(O)C(O)=C1
cauliflower,Epigallocatechin,0.0,mg/100g,O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C=C(O)C=C2O
cauliflower,Ferulic acid,0.535000026,mg/100g,[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O
cauliflower,Gallic acid,0.689999998,mg/100g,OC(=O)C1=CC(O)=C(O)C(O)=C1
cauliflower,Gallocatechin,0.0,mg/100g,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C(O)=C1
cauliflower,Gentisic acid,0.0,mg/100g,OC(=O)C1=C(O)C=CC(O)=C1
cauliflower,Kaempferol,0.208333333,mg/100g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
cauliflower,L-Aspartic acid,250.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
cauliflower,L-Glutamic acid,290.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
cauliflower,Luteolin,0.066666668,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1
cauliflower,Myricetin,0.0,mg/100g,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
cauliflower,Nitrogen,400.0,mg/100 g,N#N
cauliflower,Potassium,286.0,mg/100g,[K+]
cauliflower,Quercetin,0.874999985,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
cauliflower,Sucrose,1880.0,mg/100 g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
cauliflower,Sugars,2004.2857142857142,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
cauliflower,Syringic acid,1.13499999,mg/100g,COC1=CC(=CC(OC)=C1O)C(O)=O
cauliflower,p-Coumaric acid,0.0,mg/100g,OC(=O)\C=C\C1=CC=C(O)C=C1
cauliflower,trans-Sinapic acid,4.275000095,mg/100g,COC1=CC(\C=C\C(O)=O)=CC(OC)=C1O
caviar,(R)-Oxypeucedanin,125.0,mg/100 g,CC1(C)OC1COC1=C2C=CC(=O)OC2=CC2=C1C=CO2
caviar,"(Z,Z)-9,12-Octadecadienoic acid",197.0,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
caviar,"7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",98.0,mg/100 g,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(O)=O
caviar,"C18:1, n-9",885.0,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
caviar,Calcium,19.5,mg/100 g,[Ca++]
caviar,Cholesterol,156156.0,mg/100g,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
caviar,Doconexent,1280.0,mg/100g,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O
caviar,Eicosapentaenoic acid,983.0,mg/100g,CC\C=C/C\C=C/C\C=C\C\C=C/C\C=C/CCCC(O)=O
caviar,Gadoleic acid,197.0,mg/100g,[H]\C(CCCCCCCCCC)=C(/[H])CCCCCCCC(O)=O
caviar,Heptadecanoic acid,169.0,mg/100 g,CCCCCCCCCCCCCCCCC(O)=O
caviar,Heptanoic acid,169.0,mg/100g,CCCCCCC(O)=O
caviar,Nitrogen,1800.0,mg/100 g,N#N
caviar,Oleic acid,885.0,mg/100 g,CCCCCCCC\C=C\CCCCCCCC(O)=O
caviar,Pentadecanoic acid,19.0,mg/100 g,CCCCCCCCCCCCCCC(O)=O
caviar,Phosphorus,125.0,mg/100g,P
caviar,Potassium,77.0,mg/100 g,[K+]
caviar,Sodium,2158.0,mg/100g,[Na]
caviar,Vaccenic acid,197.0,mg/100g,CCCCCC\C=C/CCCCCCCCCC(O)=O
caviar,alpha-Linolenic acid,98.0,mg/100 g,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
cayenne,"(Z,Z)-9,12-Octadecadienoic acid",476.3,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
cayenne,17alpha-ethynylestradiol,1600.0,mg/100g,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
cayenne,Arginine,439.7,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
cayenne,Capsaicin,900.0,mg/100g,COC1=C(O)C=CC(CNC(=O)CCCC\C=C/C(C)C)=C1
cayenne,Glycine,338.9,mg/100g,NCC(O)=O
cayenne,L-Alanine,375.55,mg/100g,C[C@H](N)C(O)=O
cayenne,L-Ascorbic acid,1017.1,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
cayenne,L-Aspartic acid,1309.9,mg/100g,N[C@@H](CC(O)=O)C(O)=O
cayenne,L-Cystine,174.05,mg/100g,NC(CSSCC(N)C(O)=O)C(O)=O
cayenne,L-Glutamic acid,1209.1,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
cayenne,L-Histidine,187.8,mg/100g,NC(CC1=CN=CN1)C(O)=O
cayenne,L-Isoleucine,297.7,mg/100g,CCC(C)C(N)C(O)=O
cayenne,L-Leucine,480.9,mg/100g,CC(C)CC(N)C(O)=O
cayenne,L-Lysine,407.6,mg/100g,NCCCC[C@H](N)C(O)=O
cayenne,L-Proline,398.45,mg/100g,OC(=O)[C@@H]1CCCN1
cayenne,L-Serine,366.4,mg/100g,NC(CO)C(O)=O
cayenne,L-Threonine,338.9,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
cayenne,L-Tyrosine,192.35,mg/100g,NC(CC1=CC=C(O)C=C1)C(O)=O
cayenne,Phosphorus,212.45,mg/100g,P
cayenne,Potassium,1843.6,mg/100g,[K+]
celeriac,(E)-2-Phenyl-2-butenal,440.0,mg/100 g,C\C=C(\C=O)C1=CC=CC=C1
celeriac,(R)-Oxypeucedanin,74.0,mg/100 g,CC1(C)OC1COC1=C2C=CC(=O)OC2=CC2=C1C=CO2
celeriac,"(Z,Z)-9,12-Octadecadienoic acid",158.5,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
celeriac,Apigenin,2.410000086,mg/100g,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1
celeriac,Calcium,179.75,mg/100g,[Ca++]
celeriac,D-Aspartic acid,220.0,mg/100 g,N[C@H](CC(O)=O)C(O)=O
celeriac,D-Fructose,80.0,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
celeriac,Kaempferol,0.0,mg/100g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
celeriac,L-Alanine,73.0,mg/100 g,C[C@H](N)C(O)=O
celeriac,L-Aspartic acid,220.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
celeriac,L-Glutamic acid,440.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
celeriac,L-Leucine,76.0,mg/100 g,CC(C)CC(N)C(O)=O
celeriac,Luteolin,0.0,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1
celeriac,Myricetin,0.0,mg/100g,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
celeriac,Nitrogen,300.0,mg/100 g,N#N
celeriac,Phosphorus,90.5,mg/100g,P
celeriac,Potassium,339.25,mg/100g,[K+]
celeriac,Quercetin,0.179999992,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
celeriac,Sodium,152.66666666666666,mg/100g,[Na]
celeriac,Starch,370.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
celeriac,"Starch, pregelatinized",370.0,mg/100 g,COC1C(O)C(O)C(OCC2OC(OC3C(O)C(O)C(C)OC3CO)C(O)C(O)C2OC2OC(CO)C(OC)C(O)C2O)OC1CO
celeriac,Sucrose,1736.6666666666667,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
celeriac,Sugars,1695.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
celeriac,epsilon-Polylysine,73.0,mg/100 g,NCCCC[C@H](N)C(O)=O
celery,(E)-2-Phenyl-2-butenal,98.0,mg/100 g,C\C=C(\C=O)C1=CC=CC=C1
celery,(R)-Oxypeucedanin,30.1,mg/100 g,CC1(C)OC1COC1=C2C=CC(=O)OC2=CC2=C1C=CO2
celery,"(Z,Z)-9,12-Octadecadienoic acid",1464.1166666666668,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
celery,(±)-erythro-Isoleucine,23.0,mg/100 g,CCC(C)C(N)C(O)=O
celery,Apigenin,24.02,mg/100 g,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1
celery,"C18:1, n-9",27.0,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
celery,Calcium,638.6125,mg/100g,[Ca++]
celery,D-Aspartic acid,130.0,mg/100 g,N[C@H](CC(O)=O)C(O)=O
celery,D-Fructose,492.5,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
celery,D-Galactose,755.0,mg/100g,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
celery,D-Glucose,565.0,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
celery,Glycine,23.0,mg/100 g,NCC(O)=O
celery,L-Alanine,25.0,mg/100g,C[C@H](N)C(O)=O
celery,L-Aspartic acid,690.25,mg/100g,N[C@@H](CC(O)=O)C(O)=O
celery,L-Glutamic acid,527.625,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
celery,L-Leucine,35.0,mg/100g,CC(C)CC(N)C(O)=O
celery,L-Lysine,30.0,mg/100g,NCCCC[C@H](N)C(O)=O
celery,Nitrogen,577.25,mg/100g,N#N
celery,Oleic acid,7738.5,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
celery,Phosphorus,298.85,mg/100g,P
celery,Potassium,1400.5916666666665,mg/100g,[K+]
celery,Retinol,485.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
celery,Sedanonic anhydride,816.0,mg/100g,CCC\C=C1\OC(=O)C2=C1CCCC2
celery,Sodium,336.6125,mg/100g,[Na]
celery,Starch,100.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
celery,"Starch, pregelatinized",100.0,mg/100 g,COC1C(O)C(O)C(OCC2OC(OC3C(O)C(O)C(C)OC3CO)C(O)C(O)C2OC2OC(CO)C(OC)C(O)C2O)OC1CO
celery,Sucrose,600.0,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
celery,Sugars,1800.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
celery,beta-Selinene,19000.0,mg/100g,CC(=C)C1CCC2(C)CCCC(=C)C2C1
celery,cis-Dihydrocarvone,1500.0,mg/100g,C[C@@H]1CC[C@@H](CC1=O)C(C)=C
celery,epsilon-Polylysine,30.0,mg/100 g,NCCCC[C@H](N)C(O)=O
celery flakes,Calcium,587.0,mg/100g,[Ca++]
celery flakes,Choline,122.3,mg/100g,C[N+](C)(C)CCO
celery flakes,Iron,7.83,mg/100g,[Fe]
celery flakes,L-Ascorbic acid,86.5,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
celery flakes,Nicotinic acid,4.64,mg/100g,OC(=O)C1=CN=CC=C1
celery flakes,Phosphorus,402.0,mg/100g,P
celery flakes,Phytomenadione,0.5842,mg/100g,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CC1=C(C)C(=O)C2=CC=CC=C2C1=O
celery flakes,Potassium,4388.0,mg/100g,[K+]
celery flakes,Retinol,1030.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
celery flakes,Sodium,1435.0,mg/100g,[Na]
celery flakes,Sugars,35900.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
celery flakes,Zinc,2.77,mg/100g,[Zn]
celery flakes,alpha-Tocopherol,5.55,mg/100g,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
celery flakes,beta-Carotene,1.177,mg/100g,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
celery hearts,Apigenin,10.4,mg/100 g,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1
celery leaves,(S)-Naringenin,0.0,mg/100g,[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1
celery leaves,Apigenin,56.25,mg/100g,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1
celery leaves,Apigenin 7-O-(6''-malonyl-apiosyl-glucoside),31.590001424,mg/100g,O[C@@H]1[C@@H](COC(=O)CC(O)=O)O[C@@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O
celery leaves,Apiin,8.370000203,mg/100g,OCC1OC(OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)C(OC2OCC(O)(CO)C2O)C(O)C1O
celery leaves,Chrysoeriol 7-(6''-malonylglucoside),0.0,mg/100g,COC1=CC(=CC=C1O)C1=CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](COC(=O)CC(O)=O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O
celery leaves,Chrysoeriol 7-O-(6''-malonyl-apiosyl-glucoside),35.550003052,mg/100g,COC1=CC(=CC=C1O)C1=CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](COC(=O)CC(O)=O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1OC[C@](O)(CO)[C@H]1O)C=C2O
celery leaves,Chrysoeriol 7-[apiofuranosyl-(1->2)-glucoside],7.920000076,mg/100g,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3OC3OCC(O)(CO)C3O)C=C2O1
celery leaves,Chrysoeriol 7-glucoside,0.0,mg/100g,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C=C2O1
celery leaves,Hesperetin,0.0,mg/100g,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1
celery leaves,Kaempferol,0.0,mg/100g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
celery leaves,Luteolin,17.785000086,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1
celery leaves,Luteolin 7-(2''-apiosylglucoside),6.300000509,mg/100g,OC[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC(O)=C(O)C=C2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@@H]1O
celery leaves,Luteolin 7-O-(2-apiosyl-6-malonyl)-glucoside,35.819999695,mg/100g,OC[C@@]1(O)CO[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)[C@@H]1O
celery leaves,Luteolin 7-glucoside,1.169999917,mg/100g,OC[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O
celery leaves,Luteolin 7-malonylglucoside,6.660000482999999,mg/100g,O[C@H]1[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)[C@@H]1O
celery leaves,Myricetin,1.085000038,mg/100g,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
celery leaves,Quercetin,0.0,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
