orig_food_common_name,name,orig_content,orig_unit,cas_number
caraway,Starch,4500.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
caraway,Sugars,3000.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
caraway,alpha-Linolenic acid,158.2,mg/100g,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
caraway,gamma-Terpinene,708.6,mg/100g,CC(C)C1=CCC(C)=CC1
carbonated beverage,Sugars,11533.333333333334,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
carbonated drinks,(R)-Oxypeucedanin,30.0,mg/100 g,CC1(C)OC1COC1=C2C=CC(=O)OC2=CC2=C1C=CO2
carbonated drinks,"24,25-Dihydroxyvitamin D3",0.0,mg/100 g,CC(CCC(O)C(C)(C)O)C1CCC2\C(CCCC12C)=C/C=C1\CC(O)CCC1=C
carbonated drinks,Calcium,6.0,mg/100g,[Ca++]
carbonated drinks,Chromium,0.0008,mg/100g,[Cr]
carbonated drinks,Copper,0.005,mg/100g,[Cu]
carbonated drinks,D-Fructose,3400.0,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
carbonated drinks,D-Glucose,3500.0,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
carbonated drinks,Ethanol,0.0,mg/100g,CCO
carbonated drinks,Iodine,0.0009,mg/100g,II
carbonated drinks,Iron,0.04,mg/100g,[Fe]
carbonated drinks,Manganese,0.002,mg/100g,[Mn]
carbonated drinks,Nickel,0.00037999999999999997,mg/100g,[Ni]
carbonated drinks,Nitrogen,0.0,mg/100 g,N#N
carbonated drinks,Phosphorus,30.0,mg/100g,P
carbonated drinks,Potassium,1.0,mg/100g,[K+]
carbonated drinks,Retinol,0.0,RE,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
carbonated drinks,Selenium,0.0001,mg/100g,[Se]
carbonated drinks,Sodium,5.0,mg/100g,[Na]
carbonated drinks,Sucrose,7450.0,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
carbonated drinks,Sugars,10900.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
carbonated drinks,Vitamin D3,0.0,mg/100 g,CC(C)CCCC(C)C1CCC2\C(CCCC12C)=C\C=C1/CC(O)CCC1=C
carbonated drinks,Zinc,0.013000000000000001,mg/100g,[Zn]
carbonated drinks,beta-Carotene,0.0,mg/100 g,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
cardamom,(+)-trans-Sabinene hydrate,168.75,mg/100g,CC(C)[C@@]12C[C@@H]1[C@@](C)(O)CC2
cardamom,(+/-)-alpha-Thujene,218.85,mg/100g,CC(C)C12CC1C(C)=CC2
cardamom,"(Z,Z)-9,12-Octadecadienoic acid",876.75,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
cardamom,(±)-Borneol,401.6,mg/100g,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2
cardamom,"1,4-Cineole",2826.25,mg/100g,CC(C)C12CCC(C)(CC1)O2
cardamom,1-Isopropyl-4-methylbenzene,1406.5,mg/100g,CC(C)C1=CC=C(C)C=C1
cardamom,17alpha-ethynylestradiol,6250.0,mg/100g,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
cardamom,Calcium,400.35,mg/100g,[Ca++]
cardamom,Limonene,503.8,mg/100g,CC(=C)C1CCC(C)=CC1
cardamom,Linalool,464.4,mg/100g,CC(C)=CCCC(C)(O)C=C
cardamom,Linalyl acetate,459.85,mg/100g,CC(C)=CCCC(C)(OC(C)=O)C=C
cardamom,Oleic acid,5227.1,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
cardamom,Phosphorus,183.025,mg/100g,P
cardamom,Potassium,1232.35,mg/100g,[K+]
cardamom,Starch,30000.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
cardamom,Sucrose,5000.0,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
cardamom,alpha-Terpineol,230.05,mg/100g,CC1=CCC(CC1)C(C)(C)O
cardamom,p-Menth-1-en-4-ol,1172.6,mg/100g,CC(C)C1(O)CCC(C)=CC1
cardoon,Calcium,71.0,mg/100g,[Ca++]
cardoon,Phosphorus,23.0,mg/100g,P
cardoon,Potassium,396.0,mg/100g,[K+]
cardoon,Retinol,118.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
cardoon,Sodium,252.66666666666666,mg/100g,[Na]
carissa,Calcium,11.0,mg/100g,[Ca++]
carissa,Cholesterol,0.0,mg/100g,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
carissa,Copper,0.21,mg/100g,[Cu]
carissa,Cyanocobalamin,0.0,mg/100g,C12N3C4=CC(=C(C)C=C4[N]([Co+]456(N7C8=C(C9=[N]4C(C(C9(C)CC(N)=O)CCC(N)=O)=CC4=[N]5C(C(C4(C)C)CCC(N)=O)=C(C4=[N]6C(C(C4(C)CCC(=O)NCC(C)OP([O-])(=O)OC(C1O)C(CO)O2)CC(N)=O)C7(C(C8CCC(N)=O)(C)CC(N)=O)C)C)C)C#N)=C3)C
carissa,Iron,1.31,mg/100g,[Fe]
carissa,L-Ascorbic acid,38.0,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
carissa,Nicotinic acid,0.2,mg/100g,OC(=O)C1=CN=CC=C1
carissa,Phosphorus,7.0,mg/100g,P
carissa,Potassium,260.0,mg/100g,[K+]
carissa,Retinol,14.0,IU,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
carissa,Riboflavine,0.06,mg/100g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
carissa,Sodium,3.0,mg/100g,[Na]
carissa,Thiamine,0.04,mg/100g,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
carl buddig,Calcium,15.666666666666666,mg/100g,[Ca++]
carl buddig,Cholesterol,62.333333333333336,mg/100g,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
carl buddig,Potassium,342.6666666666667,mg/100g,[K+]
carl buddig,Sodium,1384.6666666666667,mg/100g,[Na]
carl buddig. cooked smoked beef pastrami,Calcium,17.0,mg/100g,[Ca++]
carl buddig. cooked smoked beef pastrami,Cholesterol,65.0,mg/100g,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
carl buddig. cooked smoked beef pastrami,Iron,2.45,mg/100g,[Fe]
carl buddig. cooked smoked beef pastrami,Nicotinic acid,4.1,mg/100g,OC(=O)C1=CN=CC=C1
carl buddig. cooked smoked beef pastrami,Potassium,365.0,mg/100g,[K+]
carl buddig. cooked smoked beef pastrami,Riboflavine,0.23,mg/100g,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
carl buddig. cooked smoked beef pastrami,Sodium,1056.0,mg/100g,[Na]
carl buddig. cooked smoked beef pastrami,Thiamine,0.09,mg/100g,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
carlsberg beer,Caffeic acid,0.0,mg/100g,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
carlsberg beer,Syringic acid,0.0,mg/100g,COC1=CC(=CC(OC)=C1O)C(O)=O
carob,Arginine,5546.0,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
carob,Cellulose,3250.0,mg/100g,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O
carob,D-Fructose,8450.0,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
carob,D-Pinitol,6250.0,mg/100g,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
carob,Dimethicone,35000.0,mg/100g,C[Si](C)(C)O[Si](C)(C)C
carob,Glycine,2491.0,mg/100g,NCC(O)=O
carob,L-Alanine,1927.0,mg/100g,C[C@H](N)C(O)=O
carob,L-Aspartic acid,4230.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
carob,L-Glutamic acid,13160.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
carob,L-Leucine,3055.0,mg/100g,CC(C)CC(N)C(O)=O
carob,L-Lysine,2632.0,mg/100g,NCCCC[C@H](N)C(O)=O
carob,L-Proline,1880.0,mg/100g,OC(=O)[C@@H]1CCCN1
carob,L-Serine,2350.0,mg/100g,NC(CO)C(O)=O
carob,L-Threonine,1692.0,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
carob,L-Tyrosine,1645.0,mg/100g,NC(CC1=CC=C(O)C=C1)C(O)=O
carob,Starch,35000.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
carob,Sugars,50000.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
carob,beta-D-Glucopyranose,9450.0,mg/100g,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
carob fiber (caromax),Kaempferol,11.67,mg/100 g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
carob flour,Arginine,130.0,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
carob flour,Calcium,348.0,mg/100g,[Ca++]
carob flour,Catechin 3-gallate,30.06,mg/100 g,OC1=CC(O)=C2CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(OC2=C1)C1=CC(O)=C(O)C=C1
carob flour,Glycine,267.0,mg/100g,NCC(O)=O
carob flour,L-Alanine,584.0,mg/100g,C[C@H](N)C(O)=O
carob flour,L-Aspartic acid,503.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
carob flour,L-Glutamic acid,362.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
carob flour,L-Histidine,122.0,mg/100g,NC(CC1=CN=CN1)C(O)=O
carob flour,L-Isoleucine,209.0,mg/100g,CCC(C)C(N)C(O)=O
carob flour,L-Leucine,442.0,mg/100g,CC(C)CC(N)C(O)=O
carob flour,L-Lysine,196.0,mg/100g,NCCCC[C@H](N)C(O)=O
carob flour,L-Methionine,81.0,mg/100g,CSCC[C@H](N)C(O)=O
carob flour,L-Proline,354.0,mg/100g,OC(=O)[C@@H]1CCCN1
carob flour,L-Serine,304.0,mg/100g,NC(CO)C(O)=O
carob flour,L-Threonine,271.0,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
carob flour,L-Tyrosine,120.0,mg/100g,NC(CC1=CC=C(O)C=C1)C(O)=O
carob flour,Potassium,827.0,mg/100g,[K+]
carob flour,Sugars,49080.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
carob kibbles,Kaempferol,0.57,mg/100 g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
carob-flavor beverage mix,L-Aspartic acid,226.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
carob-flavor beverage mix,L-Glutamic acid,618.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
carob-flavor beverage mix,L-Isoleucine,157.0,mg/100g,CCC(C)C(N)C(O)=O
carob-flavor beverage mix,L-Leucine,253.0,mg/100g,CC(C)CC(N)C(O)=O
carob-flavor beverage mix,L-Lysine,134.0,mg/100g,NCCCC[C@H](N)C(O)=O
carob-flavor beverage mix,L-Proline,326.0,mg/100g,OC(=O)[C@@H]1CCCN1
carob-flavor beverage mix,L-Serine,102.0,mg/100g,NC(CO)C(O)=O
carob-flavor beverage mix,L-Threonine,136.0,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
carob-flavor beverage mix,L-Tyrosine,145.0,mg/100g,NC(CC1=CC=C(O)C=C1)C(O)=O
carob-flavor beverage mix,Potassium,117.5,mg/100g,[K+]
carob-flavor beverage mix,Sodium,103.0,mg/100g,[Na]
carrot,(E)-2-Phenyl-2-butenal,180.0,mg/100 g,C\C=C(\C=O)C1=CC=CC=C1
carrot,"(Z,Z)-9,12-Octadecadienoic acid",1827.3333333333333,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
carrot,Arginine,338.0,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
carrot,Calcium,212.0,mg/100g,[Ca++]
carrot,D-Aspartic acid,130.0,mg/100 g,N[C@H](CC(O)=O)C(O)=O
carrot,D-Fructose,1900.0,mg/100g,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
carrot,D-Glucose,2560.0,mg/100g,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
carrot,L-Alanine,464.0,mg/100g,C[C@H](N)C(O)=O
carrot,L-Aspartic acid,1077.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
carrot,L-Glutamic acid,676.3333333333334,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
carrot,L-Isoleucine,323.0,mg/100g,CCC(C)C(N)C(O)=O
carrot,L-Leucine,338.0,mg/100g,CC(C)CC(N)C(O)=O
carrot,L-Lysine,315.0,mg/100g,NCCCC[C@H](N)C(O)=O
carrot,L-Proline,228.0,mg/100g,OC(=O)[C@@H]1CCCN1
carrot,L-Serine,275.0,mg/100g,NC(CO)C(O)=O
carrot,L-Threonine,214.5,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
carrot,Nitrogen,150.0,mg/100 g,N#N
carrot,Oleic acid,14305.0,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
carrot,Pectic acid,14400.0,mg/100g,O[C@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(O)=O)[C@H](O)[C@H]1O)C(O)=O
carrot,Petroselinic acid,71200.0,mg/100g,CCCCCCCCCCC\C=C/CCCCC(O)=O
carrot,Phosphorus,346.0,mg/100g,P
carrot,Phytic acid,5270.0,mg/100g,OP(O)(=O)O[C@H]1[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O
carrot,Potassium,934.7,mg/100g,[K+]
carrot,Retinol,12511.0,RE,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
carrot,Sodium,253.0,mg/100g,[Na]
carrot,Starch,2000.0,mg/100g,OCC1OC(O)C(O)C(O)C1O
carrot,Sucrose,9856.0,mg/100g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
carrot,Sugars,22460.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
carrot,beta-D-Glucopyranose,8000.0,mg/100g,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
carrot juice,(E)-2-Phenyl-2-butenal,180.0,mg/100 g,C\C=C(\C=O)C1=CC=CC=C1
carrot juice,(R)-Oxypeucedanin,24.4,mg/100 g,CC1(C)OC1COC1=C2C=CC(=O)OC2=CC2=C1C=CO2
carrot juice,"(Z,Z)-9,12-Octadecadienoic acid",69.0,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
carrot juice,(±)-erythro-Isoleucine,27.0,mg/100 g,CCC(C)C(N)C(O)=O
carrot juice,Arginine,30.0,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
carrot juice,Calcium,19.1,mg/100g,[Ca++]
carrot juice,Choline,9.9,mg/100g,C[N+](C)(C)CCO
carrot juice,D-Aspartic acid,130.0,mg/100 g,N[C@H](CC(O)=O)C(O)=O
carrot juice,Dodecanoic acid,2.0,mg/100g,CCCCCCCCCCCC(O)=O
carrot juice,Glycine,26.0,mg/100g,NCC(O)=O
carrot juice,Iron,0.46,mg/100g,[Fe]
carrot juice,L-Alanine,73.0,mg/100g,C[C@H](N)C(O)=O
carrot juice,L-Ascorbic acid,8.5,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
carrot juice,L-Aspartic acid,130.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
carrot juice,L-Glutamic acid,180.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
carrot juice,L-Isoleucine,27.0,mg/100g,CCC(C)C(N)C(O)=O
carrot juice,L-Leucine,36.0,mg/100g,CC(C)CC(N)C(O)=O
carrot juice,L-Lysine,33.0,mg/100g,NCCCC[C@H](N)C(O)=O
carrot juice,L-Proline,23.0,mg/100g,OC(=O)[C@@H]1CCCN1
carrot juice,L-Serine,33.0,mg/100g,NC(CO)C(O)=O
carrot juice,L-Threonine,24.0,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
carrot juice,L-Tyrosine,13.0,mg/100 g,NC(CC1=CC=C(O)C=C1)C(O)=O
carrot juice,Nicotinic acid,0.386,mg/100g,OC(=O)C1=CN=CC=C1
carrot juice,Nitrogen,200.0,mg/100 g,N#N
carrot juice,Phosphorus,33.2,mg/100g,P
carrot juice,Potassium,292.0,mg/100g,[K+]
carrot juice,Retinol,7122.666666666667,RE,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
carrot juice,Sodium,41.333333333333336,mg/100g,[Na]
carrot juice,Sugars,3910.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
carrot juice,alpha-Carotene,4.342,mg/100g,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)/C=C/C=C(\C)/C=C/[C@H]1C(C)=CCCC1(C)C
carrot juice,alpha-Tocopherol,1.16,mg/100g,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
carrot juice,beta-Carotene,12.3765,mg/100g,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
carrot juice,epsilon-Polylysine,33.0,mg/100 g,NCCCC[C@H](N)C(O)=O
carrot peel,Anthracene,0.00028,ug/kg dry weight,C1=CC2=CC3=CC=CC=C3C=C2C=C1
carrot peel,Fluorene,0.00425,ug/kg dry weight,C1C2=CC=CC=C2C2=CC=CC=C12
carrot peel,Naphthalene,0.00232,ug/kg dry weight,C1=CC2=CC=CC=C2C=C1
carrot puree,6-Methoxymellein,0.11,mg/kg,COC1=CC(O)=C2C(=O)OC(C)CC2=C1
carrot puree,Falcarindiol,12.15,mg/kg,CCCCCCC\C=C/C(O)C#CC#CC(O)C=C
carrots,(E)-2-Phenyl-2-butenal,250.0,mg/100 g,C\C=C(\C=O)C1=CC=CC=C1
carrots,(R)-Oxypeucedanin,33.0,mg/100 g,CC1(C)OC1COC1=C2C=CC(=O)OC2=CC2=C1C=CO2
carrots,"(Z,Z)-9,12-Octadecadienoic acid",108.0,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
carrots,(±)-Tryptophan,13.0,mg/100 g,NC(CC1=CNC2=C1C=CC=C2)C(O)=O
carrots,(±)-erythro-Isoleucine,49.0,mg/100 g,CCC(C)C(N)C(O)=O
carrots,Arginine,52.0,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
carrots,Calcium,36.0,mg/100g,[Ca++]
carrots,D-Aspartic acid,170.0,mg/100 g,N[C@H](CC(O)=O)C(O)=O
carrots,Glycine,36.0,mg/100g,NCC(O)=O
carrots,L-Alanine,72.0,mg/100g,C[C@H](N)C(O)=O
carrots,L-Aspartic acid,170.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
carrots,L-Glutamic acid,250.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
carrots,L-Histidine,20.0,mg/100 g,NC(CC1=CN=CN1)C(O)=O
carrots,L-Isoleucine,49.0,mg/100g,CCC(C)C(N)C(O)=O
carrots,L-Leucine,52.0,mg/100g,CC(C)CC(N)C(O)=O
carrots,L-Lysine,49.0,mg/100g,NCCCC[C@H](N)C(O)=O
carrots,L-Proline,35.0,mg/100g,OC(=O)[C@@H]1CCCN1
carrots,L-Serine,42.0,mg/100g,NC(CO)C(O)=O
carrots,L-Threonine,46.0,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
carrots,L-Tyrosine,24.0,mg/100g,NC(CC1=CC=C(O)C=C1)C(O)=O
carrots,Nitrogen,100.0,mg/100 g,N#N
carrots,Phosphorus,33.0,mg/100g,P
carrots,Potassium,235.0,mg/100g,[K+]
carrots,Retinol,12895.625,RE,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
carrots,Sodium,68.0,mg/100g,[Na]
carrots,Sugars,4760.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
carrots,epsilon-Polylysine,49.0,mg/100 g,NCCCC[C@H](N)C(O)=O
cascade huckleberry,4-Hydroxybenzoic acid,0.695000023,mg/100g,OC(=O)C1=CC=C(O)C=C1
cascade huckleberry,Caffeic acid,4.129999995,mg/100g,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
cascade huckleberry,Ferulic acid,2.25999999,mg/100g,[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O
cascade huckleberry,Kaempferol,0.0,mg/100g,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
cascade huckleberry,Myricetin,1.4300000069999999,mg/100g,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
cascade huckleberry,Quercetin,3.410000086,mg/100g,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
cascade huckleberry,p-Coumaric acid,1.665000051,mg/100g,OC(=O)\C=C\C1=CC=C(O)C=C1
caseinate,(E)-2-Phenyl-2-butenal,16300.0,mg/100 g,C\C=C(\C=O)C1=CC=CC=C1
caseinate,(±)-Tryptophan,1300.0,mg/100 g,NC(CC1=CNC2=C1C=CC=C2)C(O)=O
caseinate,(±)-erythro-Isoleucine,4100.0,mg/100 g,CCC(C)C(N)C(O)=O
caseinate,Arginine,6500.0,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
caseinate,D-Aspartic acid,10100.0,mg/100 g,N[C@H](CC(O)=O)C(O)=O
caseinate,Glycine,3600.0,mg/100g,NCC(O)=O
caseinate,L-Alanine,3600.0,mg/100g,C[C@H](N)C(O)=O
caseinate,L-Aspartic acid,10100.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
caseinate,L-Cystine,1300.0,mg/100g,NC(CSSCC(N)C(O)=O)C(O)=O
caseinate,L-Glutamic acid,16300.0,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
caseinate,L-Histidine,2200.0,mg/100g,NC(CC1=CN=CN1)C(O)=O
caseinate,L-Isoleucine,4100.0,mg/100g,CCC(C)C(N)C(O)=O
caseinate,L-Leucine,6900.0,mg/100g,CC(C)CC(N)C(O)=O
caseinate,L-Lysine,5400.0,mg/100g,NCCCC[C@H](N)C(O)=O
caseinate,L-Methionine,1100.0,mg/100g,CSCC[C@H](N)C(O)=O
caseinate,L-Proline,4700.0,mg/100g,OC(=O)[C@@H]1CCCN1
caseinate,L-Serine,4100.0,mg/100g,NC(CO)C(O)=O
caseinate,L-Threonine,3500.0,mg/100g,C[C@@H](O)[C@H](N)C(O)=O
caseinate,L-Tryptophan,1300.0,mg/100g,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O
caseinate,L-Tyrosine,3500.0,mg/100g,NC(CC1=CC=C(O)C=C1)C(O)=O
caseinate,Lactose,500.0,mg/100g,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
caseinate,Nitrogen,13800.0,mg/100 g,N#N
caseinate,Oleic acid,320.0,mg/100 g,CCCCCCCC\C=C\CCCCCCCC(O)=O
caseinate,Sucrose,500.0,mg/100 g,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
caseinate,Sugars,500.0,mg/100g,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
caseinate,beta-Lactose,500.0,mg/100 g,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
caseinate,epsilon-Polylysine,5400.0,mg/100 g,NCCCC[C@H](N)C(O)=O
cashew,"(Z,Z)-9,12-Octadecadienoic acid",7726.25,mg/100g,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
cashew,Arginine,1756.05,mg/100g,N[C@@H](CCCNC(N)=N)C(O)=O
cashew,Chinese tannin,9000.0,mg/100g,OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OCC1OC(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1
cashew,Glycine,809.95,mg/100g,NCC(O)=O
cashew,L-Ascorbic acid,887.6,mg/100g,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
cashew,L-Aspartic acid,1518.0,mg/100g,N[C@@H](CC(O)=O)C(O)=O
cashew,L-Glutamic acid,3655.35,mg/100g,N[C@@H](CCC(O)=O)C(O)=O
cashew,L-Leucine,1296.1,mg/100g,CC(C)CC(N)C(O)=O
cashew,L-Lysine,824.05,mg/100g,NCCCC[C@H](N)C(O)=O
cashew,L-Serine,856.35,mg/100g,NC(CO)C(O)=O
cashew,Oleic acid,28204.0,mg/100g,CCCCCCCC\C=C\CCCCCCCC(O)=O
cashew apple,Apigenin,0.0,mg/100 g,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1
cashew apple,Cyanidin,0.19,mg/100 g,OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C=C1
